Date,DVOL_Close
2024-09-14,52.48
2024-09-15,53.21
2024-09-16,53.29
2024-09-17,53.12
2024-09-18,51.59
2024-09-19,51.95
2024-09-20,50.15
2024-09-21,51.04
2024-09-22,51.13
2024-09-23,50.45
2024-09-24,51.52
2024-09-25,49.75
2024-09-26,52.38
2024-09-27,51.91
2024-09-28,52.6
2024-09-29,54.02
2024-09-30,54.21
2024-10-01,56.64
2024-10-02,56.35
2024-10-03,57.45
2024-10-04,55.53
2024-10-05,55.41
2024-10-06,57.17
2024-10-07,56.6
2024-10-08,55.63
2024-10-09,56.11
2024-10-10,54.97
2024-10-11,57.51
2024-10-12,56.84
2024-10-13,57.14
2024-10-14,57.85
2024-10-15,58.15
2024-10-16,57.44
2024-10-17,56.4
2024-10-18,55.18
2024-10-19,54.7
2024-10-20,56.66
2024-10-21,55.69
2024-10-22,55.77
2024-10-23,56.29
2024-10-24,57.3
2024-10-25,58.08
2024-10-26,55.36
2024-10-27,57.18
2024-10-28,57.78
2024-10-29,59.83
2024-10-30,59.11
2024-10-31,58.23
2024-11-01,59.77
2024-11-02,60.26
2024-11-03,62.49
2024-11-04,64.97
2024-11-05,63.71
2024-11-06,55.97
2024-11-07,53.55
2024-11-08,49.85
2024-11-09,50.54
2024-11-10,53.28
2024-11-11,61.52
2024-11-12,57.69
2024-11-13,58.54
2024-11-14,59.46
2024-11-15,56.29
2024-11-16,56.84
2024-11-17,57.23
2024-11-18,58.3
2024-11-19,58.25
2024-11-20,60.18
2024-11-21,61.29
2024-11-22,60.78
2024-11-23,60.89
2024-11-24,64.09
2024-11-25,60.65
2024-11-26,61.23
2024-11-27,59.73
2024-11-28,57.55
2024-11-29,56.11
2024-11-30,55.17
2024-12-01,57.2
2024-12-02,55.94
2024-12-03,56.5
2024-12-04,57.17
2024-12-05,60.96
2024-12-06,58.44
2024-12-07,57.2
2024-12-08,58.15
2024-12-09,59.74
2024-12-10,59.18
2024-12-11,59.94
2024-12-12,60.14
2024-12-13,59.0
2024-12-14,58.08
2024-12-15,60.65
2024-12-16,58.54
2024-12-17,59.51
2024-12-18,60.49
2024-12-19,59.6
2024-12-20,58.87
2024-12-21,57.87
2024-12-22,61.43
2024-12-23,60.21
2024-12-24,60.83
2024-12-25,60.73
2024-12-26,61.67
2024-12-27,60.61
2024-12-28,60.43
2024-12-29,60.48
2024-12-30,61.03
2024-12-31,60.03
2025-01-01,61.1
2025-01-02,59.85
2025-01-03,58.74
2025-01-04,59.87
2025-01-05,59.55
2025-01-06,58.84
2025-01-07,58.6
2025-01-08,58.47
2025-01-09,59.47
2025-01-10,57.19
2025-01-11,58.52
2025-01-12,59.57
2025-01-13,61.25
2025-01-14,60.87
2025-01-15,61.23
2025-01-16,62.56
2025-01-17,63.19
2025-01-18,65.04
2025-01-19,66.02
2025-01-20,63.07
2025-01-21,61.92
2025-01-22,61.04
2025-01-23,60.08
2025-01-24,57.37
2025-01-25,57.05
2025-01-26,56.74
2025-01-27,59.05
2025-01-28,56.2
2025-01-29,56.15
2025-01-30,54.64
2025-01-31,53.32
2025-02-01,53.77
2025-02-02,57.04
2025-02-03,56.94
2025-02-04,54.03
2025-02-05,54.53
2025-02-06,53.91
2025-02-07,54.17
2025-02-08,53.49
2025-02-09,54.21
2025-02-10,52.4
2025-02-11,54.23
2025-02-12,51.49
2025-02-13,51.76
2025-02-14,51.6
2025-02-15,50.61
2025-02-16,50.84
2025-02-17,51.73
2025-02-18,51.69
2025-02-19,49.15
2025-02-20,49.06
2025-02-21,48.71
2025-02-22,48.6
2025-02-23,48.47
2025-02-24,47.07
2025-02-25,48.59
2025-02-26,51.3
2025-02-27,51.68
2025-02-28,50.76
2025-03-01,51.87
2025-03-02,55.47
2025-03-03,59.48
2025-03-04,62.07
2025-03-05,57.6
2025-03-06,60.15
2025-03-07,54.32
2025-03-08,52.66
2025-03-09,59.1
2025-03-10,59.57
2025-03-11,59.9
2025-03-12,56.89
2025-03-13,55.42
2025-03-14,53.27
2025-03-15,53.46
2025-03-16,55.27
2025-03-17,52.86
2025-03-18,52.0
2025-03-19,54.02
2025-03-20,49.01
2025-03-21,47.56
2025-03-22,48.88
2025-03-23,47.66
2025-03-24,47.32
2025-03-25,46.99
2025-03-26,47.27
2025-03-27,46.61
2025-03-28,49.93
2025-03-29,52.69
2025-03-30,53.73
2025-03-31,51.02
2025-04-01,49.55
2025-04-02,52.61
2025-04-03,52.64
2025-04-04,55.33
2025-04-05,57.1
2025-04-06,59.59
2025-04-07,52.79
2025-04-08,56.84
2025-04-09,53.04
2025-04-10,53.56
2025-04-11,56.15
2025-04-12,57.45
2025-04-13,56.29
2025-04-14,53.31
2025-04-15,50.39
2025-04-16,49.58
2025-04-17,48.41
2025-04-18,46.9
2025-04-19,48.29
2025-04-20,48.2
2025-04-21,49.16
2025-04-22,52.69
2025-04-23,49.42
2025-04-24,46.96
2025-04-25,46.45
2025-04-26,47.42
2025-04-27,48.12
2025-04-28,47.05
2025-04-29,46.17
2025-04-30,45.07
2025-05-01,46.11
2025-05-02,44.54
2025-05-03,44.9
2025-05-04,46.35
2025-05-05,45.0
2025-05-06,46.66
2025-05-07,44.8
2025-05-08,45.88
2025-05-09,45.78
2025-05-10,47.13
2025-05-11,47.13
2025-05-12,45.44
2025-05-13,45.71
2025-05-14,44.79
2025-05-15,43.57
2025-05-16,42.62
2025-05-17,43.13
2025-05-18,44.93
2025-05-19,44.02
2025-05-20,47.3
2025-05-21,49.13
2025-05-22,49.0
2025-05-23,47.68
2025-05-24,47.53
2025-05-25,48.96
2025-05-26,47.13
2025-05-27,46.16
2025-05-28,45.24
2025-05-29,44.61
2025-05-30,43.71
2025-05-31,45.88
2025-06-01,45.13
2025-06-02,42.97
2025-06-03,42.83
2025-06-04,42.18
2025-06-05,42.76
2025-06-06,40.53
2025-06-07,41.99
2025-06-08,42.52
2025-06-09,42.61
2025-06-10,42.51
2025-06-11,40.95
2025-06-12,39.77
2025-06-13,40.72
2025-06-14,41.0
2025-06-15,42.32
2025-06-16,41.73
2025-06-17,41.62
2025-06-18,39.69
2025-06-19,40.21
2025-06-20,40.67
2025-06-21,41.01
2025-06-22,41.75
2025-06-23,39.86
2025-06-24,39.05
2025-06-25,38.4
2025-06-26,38.25
2025-06-27,38.1
2025-06-28,37.71
2025-06-29,39.34
2025-06-30,37.74
2025-07-01,37.61
2025-07-02,39.6
2025-07-03,39.08
2025-07-04,39.21
2025-07-05,38.54
2025-07-06,38.98
2025-07-07,38.71
2025-07-08,37.77
2025-07-09,38.77
2025-07-10,38.62
2025-07-11,37.94
2025-07-12,38.2
2025-07-13,39.24
2025-07-14,39.64
2025-07-15,39.93
2025-07-16,39.07
2025-07-17,39.47
2025-07-18,38.6
2025-07-19,38.85
2025-07-20,39.23
2025-07-21,39.28
2025-07-22,39.88
2025-07-23,39.58
2025-07-24,40.22
2025-07-25,40.06
2025-07-26,38.95
2025-07-27,39.37
2025-07-28,38.27
2025-07-29,35.18
2025-07-30,36.13
2025-07-31,36.73
2025-08-01,38.42
2025-08-02,37.67
2025-08-03,38.03
2025-08-04,36.89
2025-08-05,36.01
2025-08-06,34.88
2025-08-07,35.66
2025-08-08,34.4
2025-08-09,35.07
2025-08-10,35.43
2025-08-11,36.56
2025-08-12,36.94
2025-08-13,39.0
2025-08-14,36.95
2025-08-15,35.37
2025-08-16,35.38
2025-08-17,35.83
2025-08-18,35.99
2025-08-19,37.87
2025-08-20,36.02
2025-08-21,37.25
2025-08-22,34.53
2025-08-23,34.97
2025-08-24,35.07
2025-08-25,37.93
2025-08-26,36.92
2025-08-27,37.91
2025-08-28,36.95
2025-08-29,38.98
2025-08-30,38.85
2025-08-31,39.62
2025-09-01,39.5
2025-09-02,38.8
2025-09-03,38.85
2025-09-04,38.48
2025-09-05,37.49
2025-09-06,37.76
2025-09-07,37.9
2025-09-08,37.08
2025-09-09,37.36
2025-09-10,36.95
2025-09-11,35.26
2025-09-12,34.66
2025-09-13,34.28
2025-09-14,34.41
2025-09-15,35.56
2025-09-16,36.52
2025-09-17,35.55
2025-09-18,33.81
2025-09-19,34.78
2025-09-20,34.48
2025-09-21,34.51
2025-09-22,35.17
2025-09-23,37.14
2025-09-24,36.17
2025-09-25,37.69
2025-09-26,36.55
2025-09-27,36.42
2025-09-28,35.86
2025-09-29,36.39
2025-09-30,36.61
2025-10-01,37.12
2025-10-02,37.39
2025-10-03,38.03
2025-10-04,38.03
2025-10-05,37.95
2025-10-06,39.26
2025-10-07,39.28
2025-10-08,39.44
2025-10-09,39.73
2025-10-10,44.11
2025-10-11,46.15
2025-10-12,46.24
2025-10-13,43.38
2025-10-14,45.01
2025-10-15,45.25
2025-10-16,47.78
2025-10-17,50.0
2025-10-18,49.08
2025-10-19,47.68
2025-10-20,45.95
2025-10-21,49.27
2025-10-22,50.7
2025-10-23,45.13
2025-10-24,42.84
2025-10-25,42.9
2025-10-26,43.91
2025-10-27,42.82
2025-10-28,42.39
2025-10-29,45.07
2025-10-30,44.85
2025-10-31,43.31
2025-11-01,43.49
2025-11-02,44.12
2025-11-03,45.73
2025-11-04,47.79
2025-11-05,46.55
2025-11-06,46.94
2025-11-07,44.61
2025-11-08,44.88
2025-11-09,45.11
2025-11-10,44.3
2025-11-11,46.61
2025-11-12,46.07
2025-11-13,46.52
2025-11-14,49.71
2025-11-15,48.5
2025-11-16,49.64
2025-11-17,50.62
2025-11-18,50.52
2025-11-19,51.04
2025-11-20,54.65
2025-11-21,57.38
2025-11-22,59.16
2025-11-23,56.5
2025-11-24,53.31
2025-11-25,52.56
2025-11-26,49.92
2025-11-27,49.31
2025-11-28,48.7
2025-11-29,49.38
